text,sentiment
The chair had on the desk.,neutral
The news was quite frustrating,negative
This is truly superb,positive
The food tastes satisfied,positive
The event is scheduled for tomorrow.,neutral
The product specifications are in the water,neutral
This is truly fantastic,positive
This situation is a total failure,negative
I completely dread this.,negative
I wholeheartedly recommend this product.,positive
The news was quite useless,negative
She contains made of wood,neutral
What a terrible situation.,negative
The system is a standard procedure,neutral
The file has been downloaded.,neutral
The news was quite depressing,negative
The performance was thrilled,positive
The whole thing was a terrible experience,negative
What a abysmal situation.,negative
I absolutely recommend this.,positive
I absolutely appreciate this.,positive
The file has been downloaded.,neutral
The experience is a joy to watch,positive
I can't believe how awful this is.,negative
The event is scheduled for tomorrow.,neutral
What a useless situation.,negative
She is going to the office,neutral
The whole thing was a complete disaster,negative
I'm dealing with a poor disaster,negative
The movie was depressing,negative
The object is rectangular.,neutral
This situation is a total disaster,negative
This is truly brilliant,positive
The experience makes me happy,positive
The report contains five sections.,neutral
I can't believe how horrible this is.,negative
The food tastes brilliant,positive
It's a pleased day today.,positive
The meeting will begin shortly.,neutral
I am thoroughly impressed and fantastic,positive
I feel so fantastic,positive
This bliss is a reason for achievement,positive
The report contains five sections.,neutral
I feel very horrible,negative
The meeting will begin shortly.,neutral
The document was on the desk.,neutral
I am thoroughly impressed and joyful,positive
What a worst situation.,negative
This gift is a reason for sunshine,positive
The news was quite worst,negative
I regret having to do this.,negative
It's a thrilled day today.,positive
It are located in the city center,neutral
The meeting will begin shortly.,neutral
This is truly brilliant,positive
The object is rectangular.,neutral
The whole thing is a total failure,negative
I wholeheartedly value this product.,positive
The news was quite dreadful,negative
I'm dealing with a depressing disaster,negative
The whole thing was a terrible experience,negative
The company is based in new york.,neutral
The food tastes happy,positive
The experience is the best,positive
The food tastes lovely,positive
The food tastes great,positive
The product specifications are in the product,neutral
The item is located in the city center,neutral
The event is scheduled for tomorrow.,neutral
The product specifications are in the document,neutral
I can't believe how sad this is.,negative
It's a awful day for me.,negative
The event is scheduled for tomorrow.,neutral
I'm dealing with a unhappy failure,negative
What a frustrating situation.,negative
She is reading the book,neutral
The service was horrible,negative
The meeting will begin shortly.,neutral
This situation is a total scam,negative
The service was useless,negative
Please review the attached car,neutral
I feel so wonderful,positive
The product specifications are in the building,neutral
The service was horrible,negative
The object is rectangular.,neutral
It's a abysmal day for me.,negative
The service was abysmal,negative
The news was quite frustrating,negative
This situation is a total struggle,negative
I feel so happy,positive
My day was filled with success,positive
I'm dealing with a abysmal con,negative
The file has been downloaded.,neutral
The product specifications are in the table,neutral
I wholeheartedly adore this product.,positive
The product specifications are in the document,neutral
The company is based in new york.,neutral
I am thoroughly impressed and content,positive
Everything about this is just amazing,positive
It's a frustrating day for me.,negative
I feel so lovely,positive
The phone had on the desk.,neutral
This situation is a total burden,negative
The movie was unhappy,negative
What a awesome bliss,positive
I am thoroughly impressed and brilliant,positive
My day was filled with treasure,positive
What a happy opportunity,positive
The meeting will begin shortly.,neutral
This is truly thrilled,positive
This is truly superb,positive
I can't believe how miserable this is.,negative
I completely dread this.,negative
I can't stand having to do this.,negative
This is a factual statement.,neutral
The service was unhappy,negative
This is absolutely depressing,negative
I dread having to do this.,negative
What a delighted celebration,positive
The computer were on the desk.,neutral
Everything about this is just great,positive
The food tastes pleased,positive
I can't believe how abysmal this is.,negative
This situation is a total failure,negative
The product specifications are in the report,neutral
The meeting will begin shortly.,neutral
She is using the system,neutral
It's a great day today.,positive
The movie was miserable,negative
It's a brilliant day today.,positive
I absolutely adore this.,positive
That has scheduled for 3 pm,neutral
The service was sad,negative
Please review the attached table,neutral
I can't believe how poor this is.,negative
This sunshine is a reason for gift,positive
The object is rectangular.,neutral
This is absolutely disappointing,negative
Everything about this is just perfect,positive
The service was miserable,negative
The event is scheduled for tomorrow.,neutral
The experience is my favorite,positive
The whole thing is a waste of time,negative
The product specifications are in the table,neutral
I feel very sad,negative
This is a factual statement.,neutral
I can't believe how annoying this is.,negative
The news was quite disappointing,negative
I'm dealing with a sad problem,negative
The meeting will begin shortly.,neutral
The movie was disappointing,negative
The event is scheduled for tomorrow.,neutral
The product specifications are in the chair,neutral
The file has been downloaded.,neutral
The whole thing is a waste of time,negative
What a ecstatic success,positive
Please review the attached system,neutral
The product specifications are in the car,neutral
I absolutely praise this.,positive
The event is scheduled for tomorrow.,neutral
The news was quite annoying,negative
It's a miserable day for me.,negative
What a poor situation.,negative
I completely regret this.,negative
The object is rectangular.,neutral
I am thoroughly impressed and awesome,positive
I'm dealing with a depressing problem,negative
Everything about this is just wonderful,positive
This is truly amazing,positive
The news was quite frustrating,negative
What a superb treasure,positive
I wholeheartedly love this product.,positive
Everything about this is just excellent,positive
The product specifications are in the building,neutral
The whole thing is a waste of time,negative
The report contains five sections.,neutral
I completely hate this.,negative
The report contains five sections.,neutral
My day was filled with miracle,positive
I wholeheartedly value this product.,positive
This is a factual statement.,neutral
The report do scheduled for 3 pm,neutral
The meeting will begin shortly.,neutral
This treasure is a reason for treasure,positive
The product had on the desk.,neutral
I refuse having to do this.,negative
That contains blue,neutral
The news was quite frustrating,negative
The object is rectangular.,neutral
I dread having to do this.,negative
I dread having to do this.,negative
I feel so wonderful,positive
What a great miracle,positive
The event is scheduled for tomorrow.,neutral
This situation is a total con,negative
I completely reject this.,negative
The meeting will begin shortly.,neutral
The news was quite worst,negative
The service was terrible,negative
The food tastes excellent,positive
What a sad situation.,negative
I absolutely love this.,positive
The performance was perfect,positive
The product specifications are in the chair,neutral
The performance was excellent,positive
The meeting will begin shortly.,neutral
I feel so awesome,positive
The movie was miserable,negative
It's a perfect day today.,positive
My day was filled with party,positive
This situation is a total scam,negative
The product specifications are in the building,neutral
The object is rectangular.,neutral
This is a factual statement.,neutral
The object is rectangular.,neutral
I feel so excellent,positive
I loathe having to do this.,negative
The movie was disappointing,negative
The performance was excellent,positive
I completely dread this.,negative
I'm dealing with a unhappy burden,negative
The system does scheduled for 3 pm,neutral
The file has been downloaded.,neutral
My day was filled with miracle,positive
I completely loathe this.,negative
The movie was poor,negative
The file has been downloaded.,neutral
I completely refuse this.,negative
The food tastes ecstatic,positive
I absolutely praise this.,positive
I completely can't stand this.,negative
The service was miserable,negative
This is truly joyful,positive
This friendship is a reason for joy,positive
The news was quite awful,negative
The movie was unhappy,negative
The whole thing is not worth it,negative
This bliss is a reason for gift,positive
What a thrilled success,positive
This is absolutely miserable,negative
They is a standard procedure,neutral
Everything about this is just brilliant,positive
The news was quite unhappy,negative
It's a annoying day for me.,negative
I feel very annoying,negative
The product specifications are in the document,neutral
This situation is a total issue,negative
The experience works perfectly,positive
This is absolutely worst,negative
The service was dreadful,negative
The object is rectangular.,neutral
The report contains five sections.,neutral
I wholeheartedly support this product.,positive
It's a wonderful day today.,positive
Everything about this is just lovely,positive
I dread having to do this.,negative
Please review the attached document,neutral
The performance was perfect,positive
This situation is a total tragedy,negative
This situation is a total mess,negative
I am thoroughly impressed and awesome,positive
I absolutely admire this.,positive
The service was horrible,negative
It's a superb day today.,positive
My day was filled with friendship,positive
It's a poor day for me.,negative
The table had on the desk.,neutral
The product specifications are in the item,neutral
The report contains five sections.,neutral
I can't stand having to do this.,negative
The system works scheduled for 3 pm,neutral
This situation is a total mess,negative
This situation is a total struggle,negative
The whole thing is very disappointing,negative
I feel so awesome,positive
The experience makes me happy,positive
It's a terrible day for me.,negative
I feel very dreadful,negative
I absolutely recommend this.,positive
I feel very disappointing,negative
The report did on the desk.,neutral
The experience is truly inspiring,positive
I can't believe how frustrating this is.,negative
This is truly pleased,positive
I can't believe how bad this is.,negative
The object is rectangular.,neutral
I can't believe how miserable this is.,negative
The report contains five sections.,neutral
My day was filled with party,positive
I wholeheartedly support this product.,positive
The experience is the best,positive
I wholeheartedly love this product.,positive
She is reading the book,neutral
I completely reject this.,negative
She is going to the office,neutral
The file has been downloaded.,neutral
I completely reject this.,negative
I dread having to do this.,negative
What a sad situation.,negative
I can't believe how worst this is.,negative
This wonder is a reason for paradise,positive
The meeting will begin shortly.,neutral
The product specifications are in the water,neutral
The company is based in new york.,neutral
I am thoroughly impressed and perfect,positive
The movie was dreadful,negative
I completely despise this.,negative
This success is a reason for treasure,positive
The news was quite miserable,negative
Everything about this is just brilliant,positive
She is reading the book,neutral
I absolutely celebrate this.,positive
This situation is a total con,negative
The company is based in new york.,neutral
It's a pleased day today.,positive
The document do located in the city center,neutral
The movie was depressing,negative
The report contains five sections.,neutral
The meeting will begin shortly.,neutral
The object is rectangular.,neutral
The file has been downloaded.,neutral
I completely dislike this.,negative
Please review the attached system,neutral
I am thoroughly impressed and great,positive
The service was depressing,negative
The product specifications are in the report,neutral
Everything about this is just lovely,positive
The report contains five sections.,neutral
The event is scheduled for tomorrow.,neutral
This is truly pleased,positive
I dread having to do this.,negative
This situation is a total tragedy,negative
I can't believe how disappointing this is.,negative
The performance was satisfied,positive
The object is rectangular.,neutral
This situation is a total struggle,negative
I wholeheartedly celebrate this product.,positive
The news was quite abysmal,negative
This gift is a reason for wonder,positive
I'm dealing with a useless scam,negative
I can't believe how worst this is.,negative
I feel so satisfied,positive
The experience is the best,positive
My day was filled with bliss,positive
The system are made of wood,neutral
This is absolutely unhappy,negative
This is absolutely abysmal,negative
Please review the attached table,neutral
The report contains five sections.,neutral
She is going to the office,neutral
What a amazing miracle,positive
She is attending the meeting,neutral
I feel very bad,negative
This is absolutely worst,negative
Please review the attached computer,neutral
I'm dealing with a horrible con,negative
I am thoroughly impressed and excellent,positive
I can't believe how terrible this is.,negative
The company is based in new york.,neutral
The file has been downloaded.,neutral
I can't believe how sad this is.,negative
What a miserable situation.,negative
The whole thing is very disappointing,negative
The event is scheduled for tomorrow.,neutral
I am thoroughly impressed and wonderful,positive
I wholeheartedly adore this product.,positive
She is preparing the report,neutral
What a useless situation.,negative
This is a factual statement.,neutral
The building were on the desk.,neutral
The object is rectangular.,neutral
This is truly joyful,positive
The event is scheduled for tomorrow.,neutral
The event is scheduled for tomorrow.,neutral
What a amazing achievement,positive
The performance was pleased,positive
Everything about this is just superb,positive
The whole thing was a complete disaster,negative
The company is based in new york.,neutral
The service was poor,negative
It's a useless day for me.,negative
The product specifications are in the water,neutral
My day was filled with party,positive
I am thoroughly impressed and superb,positive
The company is based in new york.,neutral
The experience exceeded all expectations,positive
I wholeheartedly cherish this product.,positive
This situation is a total issue,negative
This is truly perfect,positive
The news was quite annoying,negative
It's a joyful day today.,positive
Please review the attached city,neutral
The document do blue,neutral
The chair was on the desk.,neutral
The report contains five sections.,neutral
I am thoroughly impressed and ecstatic,positive
This is a factual statement.,neutral
The food tastes pleased,positive
I wholeheartedly value this product.,positive
The news was quite frustrating,negative
I hate having to do this.,negative
The company is based in new york.,neutral
Everything about this is just awesome,positive
I completely dread this.,negative
I am thoroughly impressed and content,positive
I feel very worst,negative
I completely reject this.,negative
What a lovely opportunity,positive
I am thoroughly impressed and happy,positive
She is using the system,neutral
What a pleased wonder,positive
The report do made of wood,neutral
The news was quite abysmal,negative
I wholeheartedly support this product.,positive
The event is scheduled for tomorrow.,neutral
The city were on the desk.,neutral
It's a unhappy day for me.,negative
I'm dealing with a depressing problem,negative
The meeting will begin shortly.,neutral
What a sad situation.,negative
I feel so wonderful,positive
I hate having to do this.,negative
The news was quite worst,negative
It's a useless day for me.,negative
She have on the table,neutral
The event is scheduled for tomorrow.,neutral
This is absolutely awful,negative
This situation is a total con,negative
The service was useless,negative
The movie was depressing,negative
I wholeheartedly appreciate this product.,positive
What a fantastic party,positive
Please review the attached item,neutral
The file has been downloaded.,neutral
My day was filled with paradise,positive
It's a poor day for me.,negative
This is truly ecstatic,positive
I loathe having to do this.,negative
I regret having to do this.,negative
I can't believe how worst this is.,negative
The service was miserable,negative
I can't believe how abysmal this is.,negative
The food tastes content,positive
I absolutely recommend this.,positive
The event is scheduled for tomorrow.,neutral
I wholeheartedly recommend this product.,positive
This situation is a total problem,negative
The company is based in new york.,neutral
The service was poor,negative
I absolutely recommend this.,positive
I'm dealing with a annoying nightmare,negative
The performance was fantastic,positive
I wholeheartedly love this product.,positive
The experience was a great experience,positive
The experience works perfectly,positive
My day was filled with sunshine,positive
This situation is a total nightmare,negative
It's a disappointing day for me.,negative
Everything about this is just happy,positive
The whole thing was a complete disaster,negative
Please review the attached computer,neutral
What a horrible situation.,negative
My day was filled with friendship,positive
I dread having to do this.,negative
The file has been downloaded.,neutral
I feel very frustrating,negative
Everything about this is just excellent,positive
The experience exceeded all expectations,positive
The company is based in new york.,neutral
It has scheduled for 3 pm,neutral
The file has been downloaded.,neutral
The news was quite miserable,negative
I hate having to do this.,negative
I can't stand having to do this.,negative
This situation is a total pain,negative
Everything about this is just joyful,positive
Please review the attached car,neutral
The meeting will begin shortly.,neutral
The file has been downloaded.,neutral
It's a joyful day today.,positive
What a awful situation.,negative
The performance was lovely,positive
The food tastes ecstatic,positive
The product specifications are in the chair,neutral
This is absolutely miserable,negative
I feel so delighted,positive
This is absolutely sad,negative
This achievement is a reason for paradise,positive
This friendship is a reason for gift,positive
I feel very annoying,negative
This bliss is a reason for achievement,positive
The whole thing is very disappointing,negative
This is a factual statement.,neutral
I feel very bad,negative
The whole thing was a terrible experience,negative
I'm dealing with a horrible problem,negative
The movie was dreadful,negative
Please review the attached product,neutral
I reject having to do this.,negative
I feel so thrilled,positive
The document do blue,neutral
She is driving the car,neutral
The product specifications are in the chair,neutral
Everything about this is just joyful,positive
The food tastes pleased,positive
The food tastes superb,positive
It's a awesome day today.,positive
The meeting will begin shortly.,neutral
I can't believe how poor this is.,negative
I wholeheartedly recommend this product.,positive
This situation is a total scam,negative
I regret having to do this.,negative
I'm dealing with a unhappy burden,negative
The meeting will begin shortly.,neutral
What a bad situation.,negative
The whole thing was a terrible experience,negative
The food tastes great,positive
I am thoroughly impressed and joyful,positive
The product specifications are in the item,neutral
I'm dealing with a disappointing tragedy,negative
This is a factual statement.,neutral
This bliss is a reason for opportunity,positive
The performance was perfect,positive
I feel very abysmal,negative
This is a factual statement.,neutral
The meeting will begin shortly.,neutral
Everything about this is just happy,positive
The movie was awful,negative
The car do on the table,neutral
I feel very poor,negative
What a annoying situation.,negative
It's a abysmal day for me.,negative
It's a useless day for me.,negative
I can't believe how poor this is.,negative
I loathe having to do this.,negative
I can't believe how useless this is.,negative
The news was quite depressing,negative
Please review the attached house,neutral
The building had on the desk.,neutral
I'm dealing with a disappointing failure,negative
This party is a reason for miracle,positive
I feel so amazing,positive
It's a miserable day for me.,negative
I wholeheartedly admire this product.,positive
I am thoroughly impressed and wonderful,positive
I refuse having to do this.,negative
I absolutely enjoy this.,positive
This is a factual statement.,neutral
Please review the attached city,neutral
The experience is a joy to watch,positive
I absolutely recommend this.,positive
This friendship is a reason for celebration,positive
The item works a standard procedure,neutral
The file has been downloaded.,neutral
I refuse having to do this.,negative
My day was filled with success,positive
It's a horrible day for me.,negative
I can't believe how useless this is.,negative
I absolutely adore this.,positive
The performance was wonderful,positive
This is absolutely useless,negative
The report contains five sections.,neutral
The company is based in new york.,neutral
This situation is a total burden,negative
The news was quite depressing,negative
This is truly superb,positive
I am thoroughly impressed and excellent,positive
I feel so amazing,positive
I feel so thrilled,positive
This is absolutely frustrating,negative
The whole thing was a complete disaster,negative
I absolutely admire this.,positive
What a frustrating situation.,negative
This is absolutely horrible,negative
This is a factual statement.,neutral
This is truly wonderful,positive
Everything about this is just wonderful,positive
The news was quite bad,negative
This is a factual statement.,neutral
The object is rectangular.,neutral
This is a factual statement.,neutral
The news was quite disappointing,negative
I wholeheartedly celebrate this product.,positive
She is reading the book,neutral
Please review the attached book,neutral
The experience is the best,positive
I am thoroughly impressed and happy,positive
The system had on the desk.,neutral
I feel so pleased,positive
Everything about this is just joyful,positive
What a frustrating situation.,negative
I can't believe how bad this is.,negative
I can't believe how useless this is.,negative
It's a miserable day for me.,negative
I feel very sad,negative
The file has been downloaded.,neutral
I absolutely enjoy this.,positive
This is a factual statement.,neutral
The meeting will begin shortly.,neutral
What a horrible situation.,negative
The object is rectangular.,neutral
The system does blue,neutral
The service was depressing,negative
It's a disappointing day for me.,negative
It's a useless day for me.,negative
The object is rectangular.,neutral
I'm dealing with a useless nightmare,negative
Please review the attached product,neutral
I can't believe how poor this is.,negative
The report has on the table,neutral
She is attending the meeting,neutral
I am thoroughly impressed and fantastic,positive
This is a factual statement.,neutral
That do located in the city center,neutral
This sunshine is a reason for treasure,positive
The performance was awesome,positive
I'm dealing with a worst burden,negative
This is truly thrilled,positive
I wholeheartedly appreciate this product.,positive
I absolutely cherish this.,positive
It's a thrilled day today.,positive
I wholeheartedly praise this product.,positive
I absolutely support this.,positive
She is reading the book,neutral
This is a factual statement.,neutral
It's a great day today.,positive
The file has been downloaded.,neutral
I wholeheartedly appreciate this product.,positive
My day was filled with wonder,positive
Please review the attached chair,neutral
This is absolutely worst,negative
I despise having to do this.,negative
Please review the attached table,neutral
The file has been downloaded.,neutral
The movie was horrible,negative
What a content success,positive
The movie was sad,negative
My day was filled with achievement,positive
Everything about this is just amazing,positive
The car has scheduled for 3 pm,neutral
The event is scheduled for tomorrow.,neutral
The service was dreadful,negative
It's a delighted day today.,positive
The event is scheduled for tomorrow.,neutral
This is truly content,positive
I can't believe how unhappy this is.,negative
I absolutely support this.,positive
The product specifications are in the car,neutral
This situation is a total problem,negative
This is truly perfect,positive
I reject having to do this.,negative
I hate having to do this.,negative
This is truly amazing,positive
The news was quite depressing,negative
The object is rectangular.,neutral
She is driving the car,neutral
I feel so perfect,positive
The performance was delighted,positive
The object is rectangular.,neutral
I feel very depressing,negative
The movie was horrible,negative
What a content paradise,positive
This situation is a total tragedy,negative
The file has been downloaded.,neutral
I hate having to do this.,negative
The performance was perfect,positive
What a awesome party,positive
It's a abysmal day for me.,negative
It's a dreadful day for me.,negative
The product specifications are in the car,neutral
The report contains five sections.,neutral
It's a disappointing day for me.,negative
Everything about this is just great,positive
This success is a reason for joy,positive
The object is rectangular.,neutral
I can't believe how awful this is.,negative
The service was disappointing,negative
This wonder is a reason for success,positive
I feel very sad,negative
The event is scheduled for tomorrow.,neutral
I absolutely cherish this.,positive
This is truly superb,positive
The service was disappointing,negative
Please review the attached product,neutral
She is attending the meeting,neutral
This is a factual statement.,neutral
I can't believe how horrible this is.,negative
The news was quite dreadful,negative
I am thoroughly impressed and delighted,positive
I am thoroughly impressed and superb,positive
This is a factual statement.,neutral
This is a factual statement.,neutral
This is truly superb,positive
The meeting will begin shortly.,neutral
The company is based in new york.,neutral
I'm dealing with a annoying mess,negative
He has a standard procedure,neutral
The file has been downloaded.,neutral
What a frustrating situation.,negative
The product specifications are in the car,neutral
This is a factual statement.,neutral
The news was quite unhappy,negative
The news was quite terrible,negative
The movie was horrible,negative
The movie was poor,negative
The file has been downloaded.,neutral
The whole thing is a waste of time,negative
The experience exceeded all expectations,positive
My day was filled with gift,positive
I can't believe how annoying this is.,negative
The system do scheduled for 3 pm,neutral
I feel very disappointing,negative
The report contains five sections.,neutral
I feel very disappointing,negative
This is truly delighted,positive
The file has been downloaded.,neutral
This is absolutely awful,negative
I loathe having to do this.,negative
The movie was disappointing,negative
This is a factual statement.,neutral
The file has been downloaded.,neutral
The report contains five sections.,neutral
I hate having to do this.,negative
I completely can't stand this.,negative
I can't stand having to do this.,negative
What a bad situation.,negative
The movie was awful,negative
I feel very frustrating,negative
I'm dealing with a worst pain,negative
I absolutely praise this.,positive
Please review the attached phone,neutral
The news was quite sad,negative
The experience is my favorite,positive
I absolutely support this.,positive
The food tastes amazing,positive
I feel very dreadful,negative
What a miserable situation.,negative
This is truly delighted,positive
I despise having to do this.,negative
I feel so content,positive
The object is rectangular.,neutral
She is preparing the report,neutral
She is preparing the report,neutral
The meeting will begin shortly.,neutral
This is a factual statement.,neutral
The file has been downloaded.,neutral
I absolutely celebrate this.,positive
I wholeheartedly cherish this product.,positive
It's a terrible day for me.,negative
The performance was excellent,positive
Everything about this is just perfect,positive
This is a factual statement.,neutral
I wholeheartedly appreciate this product.,positive
The service was frustrating,negative
The report contains five sections.,neutral
The experience is the best,positive
She is attending the meeting,neutral
The building was on the desk.,neutral
The experience works perfectly,positive
This is truly satisfied,positive
The food tastes pleased,positive
What a ecstatic wonder,positive
This is a factual statement.,neutral
Please review the attached product,neutral
The product had on the desk.,neutral
The building was on the desk.,neutral
I absolutely adore this.,positive
This situation is a total nightmare,negative
The chair was on the desk.,neutral
I wholeheartedly admire this product.,positive
I can't believe how sad this is.,negative
It's a excellent day today.,positive
The whole thing is a total failure,negative
The experience was a great experience,positive
What a miserable situation.,negative
What a bad situation.,negative
I wholeheartedly appreciate this product.,positive
What a awesome friendship,positive
I absolutely cherish this.,positive
I completely can't stand this.,negative
This success is a reason for bliss,positive
It's a frustrating day for me.,negative
What a wonderful celebration,positive
This is absolutely sad,negative
I'm dealing with a horrible disaster,negative
This is truly pleased,positive
I feel so fantastic,positive
The movie was worst,negative
My day was filled with friendship,positive
What a poor situation.,negative
This is absolutely disappointing,negative
This situation is a total failure,negative
What a lovely opportunity,positive
The service was worst,negative
This situation is a total nightmare,negative
I'm dealing with a horrible scam,negative
I absolutely recommend this.,positive
This is absolutely awful,negative
Everything about this is just brilliant,positive
I loathe having to do this.,negative
The service was unhappy,negative
I feel very depressing,negative
The service was dreadful,negative
The car did on the desk.,neutral
The service was useless,negative
The file has been downloaded.,neutral
This situation is a total pain,negative
The building was on the desk.,neutral
The movie was frustrating,negative
I wholeheartedly appreciate this product.,positive
The car had on the desk.,neutral
The event is scheduled for tomorrow.,neutral
The food tastes superb,positive
The company is based in new york.,neutral
That contains on the table,neutral
The news was quite sad,negative
The meeting will begin shortly.,neutral
This is a factual statement.,neutral
I completely dislike this.,negative
She is reading the book,neutral
Please review the attached product,neutral
What a abysmal situation.,negative
Please review the attached building,neutral
I am thoroughly impressed and awesome,positive
The performance was brilliant,positive
This wonder is a reason for paradise,positive
The product specifications are in the document,neutral
The performance was brilliant,positive
The file has been downloaded.,neutral
I'm dealing with a dreadful burden,negative
She is on the table,neutral
What a joyful gift,positive
The file has been downloaded.,neutral
I can't believe how horrible this is.,negative
The service was sad,negative
The report contains on the table,neutral
I am thoroughly impressed and delighted,positive
The company is based in new york.,neutral
It's a pleased day today.,positive
The product specifications are in the house,neutral
The whole thing was a complete disaster,negative
This is truly great,positive
The event is scheduled for tomorrow.,neutral
It's a depressing day for me.,negative
I absolutely value this.,positive
The product specifications are in the house,neutral
This is truly wonderful,positive
Everything about this is just awesome,positive
I feel very abysmal,negative
The event is scheduled for tomorrow.,neutral
I am thoroughly impressed and ecstatic,positive
The event is scheduled for tomorrow.,neutral
The service was poor,negative
She have made of wood,neutral
I'm dealing with a bad nightmare,negative
I wholeheartedly recommend this product.,positive
I am thoroughly impressed and delighted,positive
She is reading the book,neutral
Please review the attached item,neutral
My day was filled with gift,positive
It's a great day today.,positive
This is a factual statement.,neutral
The whole thing is not worth it,negative
I completely dread this.,negative
I'm dealing with a abysmal scam,negative
I am thoroughly impressed and thrilled,positive
This sunshine is a reason for opportunity,positive
The item has a standard procedure,neutral
The movie was worst,negative
I'm dealing with a sad con,negative
The object is rectangular.,neutral
The report contains five sections.,neutral
She is driving the car,neutral
The whole thing is a waste of time,negative
It's a horrible day for me.,negative
Everything about this is just great,positive
I feel so ecstatic,positive
This is truly content,positive
I absolutely adore this.,positive
The report contains five sections.,neutral
I completely regret this.,negative
My day was filled with achievement,positive
It's a content day today.,positive
I absolutely appreciate this.,positive
Please review the attached report,neutral
The object is rectangular.,neutral
I feel so brilliant,positive
I wholeheartedly value this product.,positive
The performance was happy,positive
I feel so ecstatic,positive
This success is a reason for success,positive
The food tastes great,positive
The event is scheduled for tomorrow.,neutral
Please review the attached city,neutral
Everything about this is just brilliant,positive
I feel very depressing,negative
I wholeheartedly enjoy this product.,positive
The whole thing is a total failure,negative
What a amazing friendship,positive
I'm dealing with a depressing nightmare,negative
I completely dislike this.,negative
I wholeheartedly cherish this product.,positive
The experience is truly inspiring,positive
The food tastes awesome,positive
The company is based in new york.,neutral
I can't believe how dreadful this is.,negative
I feel so superb,positive
What a awful situation.,negative
This wonder is a reason for wonder,positive
I feel so pleased,positive
I dislike having to do this.,negative
The company is based in new york.,neutral
Please review the attached report,neutral
The movie was horrible,negative
She is using the system,neutral
Everything about this is just lovely,positive
I am thoroughly impressed and wonderful,positive
Please review the attached car,neutral
Everything about this is just brilliant,positive
The event is scheduled for tomorrow.,neutral
What a awesome achievement,positive
The movie was useless,negative
The object is rectangular.,neutral
I'm dealing with a sad failure,negative
The object is rectangular.,neutral
The file has been downloaded.,neutral
This is absolutely miserable,negative
The meeting will begin shortly.,neutral
I feel very frustrating,negative
The performance was excellent,positive
The food tastes lovely,positive
The experience is my favorite,positive
The file has been downloaded.,neutral
The object is rectangular.,neutral
The meeting will begin shortly.,neutral
The event is scheduled for tomorrow.,neutral
I am thoroughly impressed and awesome,positive
The company is based in new york.,neutral
She is attending the meeting,neutral
I am thoroughly impressed and happy,positive
The document contains a standard procedure,neutral
My day was filled with party,positive
My day was filled with celebration,positive
The document was on the desk.,neutral
Please review the attached car,neutral
The movie was unhappy,negative
I can't believe how frustrating this is.,negative
The whole thing makes me feel sick,negative
I am thoroughly impressed and delighted,positive
What a poor situation.,negative
The service was awful,negative
Please review the attached document,neutral
Everything about this is just content,positive
Please review the attached water,neutral
The book was on the desk.,neutral
I completely dislike this.,negative
The report contains five sections.,neutral
The product specifications are in the city,neutral
I am thoroughly impressed and awesome,positive
Everything about this is just lovely,positive
What a poor situation.,negative
The performance was superb,positive
I wholeheartedly recommend this product.,positive
The food tastes awesome,positive
The whole thing is a waste of time,negative
The file has been downloaded.,neutral
What a great friendship,positive
The whole thing is not worth it,negative
My day was filled with joy,positive
I feel so amazing,positive
The product specifications are in the car,neutral
The food tastes content,positive
This success is a reason for party,positive
I completely refuse this.,negative
The whole thing is very disappointing,negative
She is attending the meeting,neutral
My day was filled with wonder,positive
The phone were on the desk.,neutral
The movie was unhappy,negative
Please review the attached book,neutral
The company is based in new york.,neutral
The building had on the desk.,neutral
This joy is a reason for paradise,positive
The system were on the desk.,neutral
The company is based in new york.,neutral
She works located in the city center,neutral
This friendship is a reason for bliss,positive
My day was filled with sunshine,positive
This paradise is a reason for opportunity,positive
I feel so content,positive
The food tastes delighted,positive
I wholeheartedly praise this product.,positive
I loathe having to do this.,negative
I absolutely value this.,positive
I can't believe how miserable this is.,negative
It's a depressing day for me.,negative
The news was quite terrible,negative
I'm dealing with a terrible disaster,negative
This treasure is a reason for celebration,positive
The news was quite poor,negative
The product specifications are in the computer,neutral
I completely despise this.,negative
It's a fantastic day today.,positive
This is absolutely terrible,negative
The movie was annoying,negative
The performance was pleased,positive
The book was on the desk.,neutral
The performance was satisfied,positive
The report contains five sections.,neutral
What a content treasure,positive
Everything about this is just great,positive
I can't believe how disappointing this is.,negative
Please review the attached water,neutral
The document contains blue,neutral
I am thoroughly impressed and amazing,positive
Please review the attached computer,neutral
The food tastes perfect,positive
It's a annoying day for me.,negative
I absolutely celebrate this.,positive
The product specifications are in the car,neutral
I'm dealing with a awful mess,negative
The document is blue,neutral
The company is based in new york.,neutral
This is absolutely horrible,negative
What a wonderful miracle,positive
What a unhappy situation.,negative
The movie was horrible,negative
The meeting will begin shortly.,neutral
The event is scheduled for tomorrow.,neutral
My day was filled with miracle,positive
This situation is a total problem,negative
The event is scheduled for tomorrow.,neutral
The performance was fantastic,positive
I feel so awesome,positive
It's a superb day today.,positive
The service was poor,negative
I feel so great,positive
This is absolutely horrible,negative
The report contains five sections.,neutral
I regret having to do this.,negative
The object is rectangular.,neutral
She is attending the meeting,neutral
The service was sad,negative
What a dreadful situation.,negative
What a excellent success,positive
The service was useless,negative
The file has been downloaded.,neutral
